전국,18520,19204,19894
서울특별시,21295,22237,23259
부산광역시,17525,18189,18917
대구광역시,17848,18350,18585
인천광역시,17222,17884,18626
광주광역시,18232,18926,19804
대전광역시,18741,19314,19749
울산광역시,21422,21956,21666
세종특별자치시,21000,21404,20611
경기도,18611,19375,19851
강원도,16798,17484,18472
충청북도,16915,17465,18427
충청남도,16952,17788,18472
전라북도,16499,17059,18291
전라남도,16528,17043,18053
경상북도,16894,17428,18319
경상남도,17744,18011,18479
제주특별자치도,17366,17816,18469
